,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
126746,RuryZJjwsbn5pbue-WWq_Q,QDOBA Mexican Eats,7800 Col H Weir Cook Memorial Dr,Indianapolis,IN,46241,39.714924,-86.297316,2.5,28,1,"{'Caters': 'True', 'GoodForKids': 'True', 'BikeParking': 'False', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'DriveThru': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True'}","Fast Food, Mexican, Event Planning & Services, Restaurants, Caterers","{'Monday': '0:0-0:0', 'Tuesday': '5:30-23:0', 'Wednesday': '5:30-23:0', 'Thursday': '5:30-23:0', 'Friday': '5:30-23:0', 'Saturday': '5:30-23:0', 'Sunday': '5:30-23:0'}"
117519,HMyTZREKcwD6iFYzsqHWWw,Shenanigan's Old English Pub,77 W Plumb Ln,Reno,NV,89509,39.5063533,-119.8050505,4.5,150,1,"{'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'WiFi': ""'no'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'True', 'RestaurantsTakeOut': 'None', 'CoatCheck': 'False', 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsDelivery': 'None'}","American (New), Nightlife, Pubs, Bars, Restaurants","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
15924,w5Q_dmk9r4AaS_DvPHxJow,"Mexican Restaurant And Tortilleria ""La Milpita""",903 Gallatin Pike S,Madison,TN,37115,36.2523984,-86.7166212,4.5,8,0,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'""}","Restaurants, Mexican","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
64376,DpDdhCvjjmjUJxPleSbDhg,Lucky Lobster,941 Huntley Ave,Dunedin,FL,34698,28.014582,-82.7889974,4.0,491,1,"{'HasTV': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOB': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'Corkage': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'False'}","American (Traditional), Seafood, Restaurants, Burgers, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Sunday': '10:30-21:0'}"
127888,gtyAwohjUOvyVsbFSlGelw,Hatfield Pizzeria,129 S Main St,Hatfield,PA,19440,40.2785517,-75.29728,3.0,57,1,"{'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}","Restaurants, Pizza, American (New)","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '11:0-21:0'}"
32078,-HTra3AbYlsjx1VIlsIJbw,Green Chili,"707 Rivergate Pkwy, Ste A",Goodlettsville,TN,37072,36.3055002,-86.7053867,4.5,207,1,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True'}","Indian, Restaurants","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
140002,YjiaGnfaVWVlOzOQ8GK6NA,Taco Bell,198 N Route 73,West Berlin,NJ,08091,39.80093,-74.932288,3.0,25,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'none'"", 'HasTV': 'True', 'DriveThru': 'True', 'RestaurantsDelivery': 'True'}","Breakfast & Brunch, Banks & Credit Unions, Financial Services, Restaurants, Mexican, Tacos, Tex-Mex, Fast Food","{'Monday': '8:0-1:0', 'Tuesday': '8:0-1:0', 'Wednesday': '8:0-1:0', 'Thursday': '8:0-1:0', 'Friday': '8:0-1:0', 'Saturday': '8:0-1:0', 'Sunday': '8:0-1:0'}"
113655,-wH3eQQl46pUsKIcTTY0qw,Mario & Franks IV,1580 Nottingham Way,Trenton,NJ,08619,40.2325390892,-74.720127,4.0,16,1,"{'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}"", 'BikeParking': 'False'}","Restaurants, Pizza, Burgers, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
11920,_rLAo3IiokiOV2WB_-DyWQ,The Pharmacy Burger,5055 Broadway Place,Nashville,TN,37203,36.1601939,-86.779742,2.5,15,1,,"Hot Dogs, Burgers, Restaurants",
136531,gp4e-mPblEZYnQ_Kf4SI2Q,Jing’s Sushi House,2532 Mt Holly Rd,Burlington,NJ,08016,40.037765,-74.827763,4.5,52,1,"{'Ambience': ""{u'divey': None, u'hipster': False, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}"", 'RestaurantsTakeOut': 'True'}","Restaurants, Sushi Bars, Japanese","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '13:0-21:30'}"
144250,KE2-bGwPXezBjsjCO7qhvA,Los Ponchos Hot Dogs,1901 E Fort Lowell Rd,Tucson,AZ,85719,32.2650112508,-110.9434828787,4.5,7,1,"{'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': 'None', 'HasTV': 'True'}","Hot Dogs, Restaurants, Food Stands","{'Monday': '0:0-0:0', 'Tuesday': '10:45-16:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0'}"
33058,wfgejfiNA375hxY8VU6vbA,King Wok Chinese Restaurant,22 E Street Rd,West Chester,PA,19382,39.9195741337,-75.5745248329,2.5,26,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'WiFi': ""'no'"", 'Alcohol': ""u'none'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'""}","Chinese, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}"
28703,8pOWoH05RXdYvxbXgzqL6Q,Rigatoni's Pasta & Grill,611 Chester Pike,Prospect Park,PA,19076,39.88567567,-75.3027696511,3.5,71,0,"{'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'Caters': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'""}","Seafood, Steakhouses, Restaurants, Italian, Sandwiches","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
56917,J30j74A0YJ2XPI7Dbn-Uug,Outback Steakhouse,4302 W Boy Scout Blvd,Tampa,FL,33607,27.962956900000002,-82.5152970236,3.5,63,1,"{'HasTV': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'CoatCheck': 'False', 'HappyHour': 'True'}","Steakhouses, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
130749,yaQJfDao5kQ-c3AkfROhuQ,Sake Hana,839-1399 Gap Newport Pike,London Grove,PA,19311,39.837202,-75.7986949,4.0,25,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '3', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Restaurants, Asian Fusion, Japanese, Food, Sushi Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}"
103192,V55PSC6ffUzXTsv7JFVOqQ,The Oceanaire Seafood Room,30 S Meridian St,Indianapolis,IN,46204,39.7660616,-86.1583201,4.0,413,1,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'RestaurantsAttire': ""u'dressy'"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '3', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'True', 'HasTV': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True'}","Seafood, Restaurants, Venues & Event Spaces, American (Traditional), Event Planning & Services","{'Monday': '16:0-22:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '11:0-20:0'}"
139605,L3jvXRo5-SIYgfzkYX_R3w,Ho Wun Chinese Restaurant,39 Gravois Blfs Plz Dr,Fenton,MO,63026,38.5081019,-90.4474177,3.0,57,1,"{'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'NoiseLevel': ""u'quiet'"", 'Corkage': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Restaurants, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '12:0-20:0'}"
30080,2UDJpaTsYHu9CXmbUMO8Sg,Fountain Side Seafood Grill,537 Easton Rd,Horsham,PA,19044,40.184196,-75.133043,3.0,45,1,"{'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Seafood","{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '12:0-22:30', 'Sunday': '15:0-21:30'}"
140455,wj1LH5kG1qb9n6fQkyoY1g,La Cabra Brewing Smokehouse,810 Glenbrook Ave,Bryn Mawr,PA,19010,40.0176257845,-75.3222002462,4.5,55,1,"{'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Smoking': ""u'no'"", 'BYOB': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False', 'Caters': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'CoatCheck': 'False', 'WiFi': ""u'no'""}","Smokehouse, Brewpubs, Cheesesteaks, Breweries, Beer Bar, Sandwiches, Food, Restaurants, Nightlife, Bars, American (Traditional)","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
139903,LCRNYDu7Fgph8f0CnKDJgQ,Vetture's Pizzeria and Restaurant,36137 E Lake Rd,Palm Harbor,FL,34685,28.1011715,-82.6925762,3.5,97,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'beer_and_wine'"", 'HasTV': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': None, u'classy': False, u'upscale': False}"", 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'WiFi': ""'free'""}","Pizza, Restaurants, Italian","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}"
